Latitude,Longitude,Zones,Lab,Ag,B,Ba,Cd,Co,Cr,Cu,Mn,Mo,Ni,Pb,Sr,V,Zn,As,Sb,Se,Hg,Fe,Al,pH H2O,pH KCl,PM,K+,Ca2+,Mg2+,Al3+,H+Al,SB,ECEC,CEC,V (%),m (%),SOM,PREM,Coarse sand,Fine sand,Silt,Clay
-19.85579,-43.42475,SF,UFV3,0.230942995541756,0.275,8.478427726510192,3.69505981824068,0.260213976332176,7.896348752911874,4.059178325855856,0.77,5.467387752523827,2.4719643767075,10.942186048316511,8.995748237818336,7.812714080450739,9.683212552327168,0.8949833539580435,0.08306177955876702,0.015,0.1141823675257355,4617.680281657783,21719.459044950778,7.02,4.07,5,47,4.08,0.55,0,2.6,4.75,4.75,7.35,64.6,0,3.3,29.1,21,37,22,20
-19.87585,-43.46387,SF,UFV3,0.230942995541756,0.275,3.9460301462195466,8.855775893863738,11.25688248147254,156.29403229918861,139.7816721294756,484.8520118455381,3.1875396315071884,25.11769106422549,12.086293742975686,3.019908365278468,585.9005166714119,38.3392461235529,2.2362821529196557,0.17185917092782474,0.015,0.28415663436643845,65768.98974961038,46483.636049213914,4.53,4.44,1.2,19,0,0.03,0.7,5.3,0.08,0.78,5.38,1.5,89.7,2.79,62.5,8,87,4,1
-19.74309,-43.52086,SF,UFV3,0.230942995541756,0.275,15.028916946720043,10.7215082783199,30.769883186551805,255.0250124796248,178.68083732816044,175.56196618809247,3.0998305117508766,32.058062593708925,14.802709322604471,2.7925071086103297,566.3323623253101,51.115129018510174,2.610878271527147,0.2839823708368936,0.015,0.2981416443407749,68956.65513954747,57936.83796428027,4.76,4.39,2.4,47,0.8,0.6,0.9,13.2,1.52,2.42,14.72,10.3,37.2,7.73,23.1,22,27,40,11
-19.78732,-43.68193,SF,UFV3,0.230942995541756,0.275,42.29407696400112,4.284893419513179,7.325291039672304,58.15142650987826,23.681405001206876,459.2480360689058,4.988101401813096,5.658599693411276,27.614602755570942,17.264629589025517,61.0247616831214,86.23890278204915,1.2096422717093522,0.06418278753162747,0.015,0.21846268756539428,22737.505538421563,10946.748477166404,6.7,4.09,4.6,45,1.97,0.31,0,1,2.4,2.4,3.4,70.6,0,2.79,54.1,10,13,18,59
-19.81646,-43.67605,SF,UFV3,0.230942995541756,0.275,79.41547589585812,6.700471870366113,19.92354948654101,103.32758189101052,19.781118439214517,536.407639883788,3.7733245837235527,52.51198294575474,15.693923012277295,9.175310863749155,76.91580672848518,47.393841745348404,10.300780198703412,0.6126858500204634,0.015,0.13570968106422746,53512.59813445397,9417.794303230392,5.92,4.32,1.7,47,2.13,0.15,0,3.8,2.4,2.4,6.2,38.7,0,2.41,39.7,9,28,42,21
-19.82239,-43.68487,SF,UFV3,0.230942995541756,0.275,8.488152561087809,12.262088846771109,3.666995592428057,22.54508467512483,13.772553511189958,0.77,3.2322265700517305,0.500665888454051,18.989563022286728,0.349156927383405,143.8957844462624,24.500172465369246,10.112760301110974,0.7794624112003483,0.015,0.14785455876403464,70817.15776991901,3353.9617452503267,6.44,4.39,2.2,158,5.69,1.08,0,3.6,7.17,7.17,10.77,66.6,0,5.07,41.4,9,18,51,22
-19.88825,-43.68103,SF,UFV3,0.230942995541756,0.275,0.7164790321426547,6.8135622334681045,2.3317899930135995,13.381248099672241,10.460189311575371,0.77,3.802149868652021,3.581224039475845,8.706978197181932,4.335468488532042,19.262901595239928,8.015622525039353,7.408092165734696,0.8223049937050892,0.015,0.2021250538402196,57196.12533079566,912.1783917973329,5.22,5.46,1.7,18,0.56,0.1,0.2,5.4,0.71,0.91,6.11,11.6,22,2.22,61.3,23,48,26,3
-19.89028,-43.71007,SF,UFV3,0.230942995541756,0.275,23.82182025019951,4.894045852088532,6.714306456968952,194.4889215907966,46.43002713143102,127.5743468937606,5.691152063531519,68.19502195381214,25.07141317416578,7.370189931871277,42.351856760741846,51.2381088580598,51.285477437759006,2.367027681022431,0.015,0.07497770805031354,37712.85362745175,17141.5343737457,4.3,4.23,3.8,38,0.55,0.11,1.1,19.8,0.76,1.86,20.56,3.7,59.1,16.79,32.4,33,26,23,18
-19.87299,-43.78981,SF,UFV3,0.230942995541756,0.275,164.6514651219921,5.915450287000723,45.851549238337775,158.34363307967894,48.34104955949582,2792.6675240401387,5.854348283827804,143.95007052032147,89.93502605774921,19.15402874838056,41.496203035176634,109.7178990508392,118.40477636958862,2.0748037470248315,0.015,0.07390572962370015,48772.87199150902,14183.393997726924,5.19,4.64,1.5,39,0.92,0.19,0.6,6.3,1.21,1.81,7.51,16.1,33.1,5.07,38.5,11,12,53,24
-19.87009,-43.84126,SF,UFV3,0.230942995541756,0.275,43.98579045122518,9.792630473315072,69.65083626229266,695.0600088273108,99.48961067884824,512.3538561613593,4.341743726680932,195.2373701120952,26.23984592850816,5.302148963650173,153.3172052015581,104.99203329846551,66.86642910839517,3.466864410353089,0.015,0.10731404484413784,70166.13213988111,13815.194055808732,4.6,4.43,5,55,0.79,0.28,1.1,10.6,1.21,2.31,11.81,10.2,47.6,4.69,40.1,26,11,37,26
-19.90386,-43.88102,SF,UFV3,0.230942995541756,0.275,33.50993511175624,4.57801701377135,15.317261750628251,62.69975793593113,29.757530906203385,236.6690543693567,4.518928295432516,20.887924838002014,24.169657672387583,9.518844873345438,38.68284239050477,30.808369778383508,1.438099329778599,0.10936368320510698,0.015,0.07693762620165331,31393.254085368313,10573.488586682028,5.24,4.71,4.3,34,3.58,0.53,0.1,6.9,4.2,4.3,11.1,37.8,2.3,6.65,40.9,16,18,38,28
-20.03437,-43.94881,SF,UFV3,0.230942995541756,0.275,39.05591092190653,4.011844747933483,8.859164902431397,24.985471830300238,15.35775989999401,305.6606652373976,4.973247154079701,10.382160340676208,28.356257771079967,15.73128400471638,21.651387420532043,19.40072849509913,1.847390545009855,0.1878348357730922,0.015,0.03570695875706805,15700.263568516675,9379.960151859108,6.72,5.29,4.7,68,2.95,0.39,0,2.5,3.51,3.51,6.01,58.4,0,2.79,47.5,20,29,35,16
-20.03533,-43.95902,SF,UFV3,0.230942995541756,0.275,22.131622821496556,6.476158613408699,224.8978290435156,1749.6871660119803,83.73907518868636,2337.1118263833023,3.634669390431364,328.31172840833733,15.890156606461842,5.444279879094121,246.08427528042284,107.01049987875396,41.03711553183024,20.96961389019271,0.015,0.10625453401127705,59268.764349754376,21105.379434630257,5.27,4.29,1.3,17,0.63,0.16,0.2,4.9,0.83,1.03,5.73,14.5,19.4,3.8,39.6,11,14,41,34
-19.69438,-50.91987,PR,CETEC,0,1,4.89,0,1,94.02,39.9,134.15,5,13.73,0,0,62.92,7,0,0,0,0,22338.24,22628.89,4.5,0,2.87,24.96,0.3,0.2,0.9,5.64,0.56,1.46,6.2,9.09,61.48,1.99,50.17,31.65,51.55,0.78,16.03
-19.24251,-49.55895,PR,CETEC,0,1,18.05,0,1,90.02,32.31,218.92,5,25.62,0,0,96.18,13.23,0,0,0,0,29905.45,17472.89,4.7,0,2.31,40.56,0.4,0.3,0.7,4.52,0.8,1.5,5.32,15.11,46.54,1.41,48.78,35.32,45.77,1.82,17.09
-19.0951,-48.67543,PR,CETEC,0,1,11.54,0,1,210.24,30.31,218.55,5,20.96,0,0,116.17,12.83,0,0,0,0,31650.93,27765.75,5.6,0,1.5,23.4,0.2,0.3,0.4,4,0.6,1,4.6,12.2,41.7,1.6,44.8,25.09,55.14,1.7,18.07
-19.035,-48.535,PR,CETEC,0,1,8.66,0,1,28.9,20.89,256.88,5,16.3,0,0,85.71,12.85,0,0,0,0,21469.98,20646.5,5.1,0,1.8,18.7,0.1,0.1,0.7,4,0.2,0.9,4.3,5.8,73.8,1.6,48.8,22.14,59.34,7.01,11.52
-19.095,-48.68056,PR,CETEC,0,1,10.89,0,1,144.36,19.15,242.25,5,22.37,0,0,118.25,14.01,0,0,0,0,37103.13,28814.85,5.1,0,1,21.8,0.1,0.1,0.7,4.5,0.3,1,4.8,5.4,73.2,1.6,42.3,18.75,60.22,4.48,16.55
-19.04972,-48.55306,PR,CETEC,0,1,9.37,0,1,116.96,20.96,207.14,5,19.45,0,0,116.05,12.3,0,0,0,0,35373.22,31112.7,5,0,1.2,18.7,0.1,0.1,0.8,4,0.2,1.1,4.3,5.8,76.3,1.6,43.5,30.24,48.58,3.61,17.57
-19.71823,-50.37762,PR,CETEC,0,1,216.28,0,72.84,128,223.08,2914.79,5,86.23,0,0,526.88,105.11,0,0,0,0,161710.81874,76130.20943,5.9,0,1.2,118.6,10.5,5.9,0.1,5.6,16.7,16.8,22.3,74.8,0.6,4.9,24.3,8.41,11.82,27.98,51.78
-18.71954,-49.6839,PR,CETEC,0,1,45.33,0,18.92,131.19,136.71,1014.41,5,77.81,0,0,614.83,85.4,0,0,0,0,175288.76781,118349.04615,6.2,0,6.5,110.8,5.7,3.4,0,2.9,9.4,9.4,12.3,76.4,0,4.5,18.1,3.02,6.65,42.37,47.95
-18.47642,-49.08238,SF,CETEC,0,1,148.32,0,49.64,122.71,213.39,1534.25,5,92.81,0,0,526.81,111.31,0,0,0,0,166043.65,117659.81,6.4,0,5.2,123.2,10.4,1.7,0,2.1,12.4,12.4,14.5,85.7,0,6,16,4.9,10.21,41.52,43.37
-18.72167,-49.68833,PR,CETEC,0,1,175.51,0,30.46,81.18,175.97,980.94,5,67.91,0,0,604.63,88.25,0,0,0,0,166478.88,109075.87,6.3,0,31.6,165.4,3.9,5.1,0,3.6,9.4,9.4,13,72.3,0,3.8,28.8,2.72,7.85,29.77,59.65
-18.71083,-49.77306,PR,CETEC,0,1,32.14,0,16.99,108.54,135.23,952.35,5,65.65,0,0,637.28,82.71,0,0,0,0,177582.44,114742.64,6,0,3.7,67.1,2.9,1.9,0.1,5.1,5,5.1,10,49.6,2,4.3,19.8,4.12,11.59,27.98,56.31
-18.70667,-49.73139,PR,CETEC,0,1,31.08,0,10.97,156.28,113.71,1090.41,5,58.4,0,0,610.09,69.52,0,0,0,0,181799.61,120999.6,6.2,0,5.9,74.9,3.6,1.9,0,4,5.7,5.7,9.7,58.5,0,4.6,19.8,4.79,8.42,30.09,56.71
-18.71186,-49.85946,PR,CETEC,0,1,101.6,0,18.91,206.03,135.11,948.81,5,67.78,0,0,705,73.73999999999998,0,0,0,0,154685.65,64487.29,6.3,0,19.3,202.8,13.2,1.8,0,2.3,15.5,15.5,17.8,87,0,3.8,36.8,14.47,21.37,20.63,43.53
-18.60448,-49.52263,PR,CETEC,0,1,85.23,0,10.38,78.97,132.95,1007.27,5,63.36,0,0,586.94,70.37,0,0,0,0,169648.05,98543.86,6.5,0,29.1,171.6,11,1.1,0,2.6,12.5,12.5,15.1,82.9,0,4.6,18.6,5.86,5.79,37.97,50.38
-18.68865,-49.41915,PR,CETEC,0,1,175.52,0,30.96,74.14,144.92,1274.66,5,64.74,0,0,450.33,112.31,0,0,0,0,145244.12,81158.62,6.4,0,19.9,215.3,12.8,4.8,0,3.2,18.2,18.2,21.4,84.9,0,4.6,27.6,4.62,6.22,36.43,52.73
-18.60889,-49.46944,PR,CETEC,0,1,62.32,0,9.47,31.46,86.6,1249.86,5,53.39,0,0,382.78,96.15,0,0,0,0,171111.38,101823.27,6.5,0,39.8,146.6,9,3.6,0,1.9,13,13,14.8,87.5,0,4.5,25.1,1.62,4.48,46.59,47.31
-18.59278,-49.51917,PR,CETEC,0,1,35.29,0,8.55,84.94,79.34999999999998,977.49,5,58.69,0,0,557.59,61.26,0,0,0,0,169148.39,133697.8,6.2,0,3.4,68.6,5,1.5,0,3.6,6.7,6.7,10.3,64.9,0,4.1,21.3,6.07,7.71,28.64,57.59
-18.59111,-49.51917,PR,CETEC,0,1,17.81,0,3.81,116.47,63.2,623.07,5,58.8,0,0,559.49,43.44,0,0,0,0,174493.92,138074.07,5.6,0,1.5,78,1.5,1.1,0.2,6.3,2.8,3,9.1,30.8,6.7,3.6,20.5,13.81,12.69,16.13,57.38
-19.8198,-46.8484,TO,UFV_2,0.5926692789053413,13.681067605549089,211.7815975240024,0.23,4.795430142779448,89.09984208730141,31.416288406742535,115.16743373146365,2.36,24.967003202855327,29.386381357210954,91.14201866131576,54.29028493252299,47.613638727559,9.138290308138046,0.8119879179277613,0.195,0.045,49520.49318721631,29922.496388538017,4.82,3.99,2.9,58,0.21,0.08,1.07,6.1,0.44,1.51,6.54,6.7,70.9,3.71,25.5,17,26,29,28
-19.59335,-46.48872,TO,CETEC,0,1,105.87,0,1,50.11,34.73,226.4,5,15.33,0,7.16,74.1,19.6,0,0,0,0,59360.67,30598.65,5.4,0,1.2,106.1,0.6,0.3,1.2,9.8,1.2,2.4,11,10.7,50.6,4,26.7,18.41,21.87,26.11,33.61
-18.59245,-47.64118,TO,CETEC,0,1,62.33,0,1,241.95,38.1,168.03,5,18.27,0,4.41,157.95,30.97,0,0,0,0,71134.26,26719.66,5.8,0,1.5,92,0.5,0.6,1.2,2.9,1.3,2.5,4.2,31.6,47.3,1.8,55.9,41.48,25.33,18.08,15.1
-19.57894,-47.0098,TO,CETEC,0,1,76.93,0,1,163.02,50.69,145.76,5,33.65,0,12.14,212.42,22.59,0,0,0,0,87819.07,133497.61,5.9,0,1.2,78,2.7,0.9,0,3.2,3.8,3.8,7,54,0,3.3,14.6,5.82,18.51,28.39,47.29
-19.22255,-46.78055,SF,CETEC,0,1,30.29,0,1,134.79,47.89,132.8,5,27.85,0,2.51,234.33,18.39,0,0,0,0,101688.54,167343.8,5.4,0,0.7,49.9,0.1,0.1,0.5,8.8,0.3,0.8,9.1,3.6,60.4,3.4,10.2,8.34,9.39,28.5,53.77
-18.78446,-46.70404,SF,CETEC,0,1,16.66,0,1,148.02,22.32,127.75,5,17.4,0,2.31,273.32,21.81,0,0,0,0,111385.43,161337.92,5.3,0,0.5,99.8,0.1,0.1,0.6,8.8,0.5,1.1,9.3,4.9,56.8,3.4,4.4,2.08,2.04,23,72.88
-18.8958,-46.94615,TO,CETEC,0,1,21.97,0,1,129.86,35.93,133.19,5,20.83,0,1.58,227.33,18.71,0,0,0,0,110292.67,170053.47,5.8,0,0.2,62.4,0.2,0.2,0.2,4.5,0.6,0.8,5.1,11,26.3,2.9,4.6,5.75,10.96,27.46,55.83
-18.48347,-47.36391,TO,CETEC,0,1,34.67,0,1,88.45,30.51,226.6,5,16.77,0,1.67,278.56,23.1,0,0,0,0,83823.41,72373.96,5.9,0,0.7,51.5,1.1,0.6,0.4,5.6,1.8,2.2,7.5,24.5,17.9,3.1,23.5,4.17,9.7,31.63,54.5
-18.86926,-47.97293,PR,CETEC,0,1,68.55,0,4.06,57.46,42.64,750.52,5,46.54,0,9.24,488.46,62.31,0,0,0,0,182587.17,114473.56,5.7,0,0.5,34.3,0.5,0.3,0.2,4.5,0.9,1.1,5.4,16.4,18.4,3,11.9,4.19,8.45,33.49,53.87
-18.92583,-48.15667,PR,CETEC,0,1,4.17,0,1,90.96,26.22,150.45,5,17.27,0,2.13,181.51,17.14,0,0,0,0,68714.59,99237.48,4.8,0,2.3,45.2,0.1,0.1,1,8.8,0.3,1.3,9.1,3.5,76,3,30.8,17.77,27.14,9.85,45.24
-19.02611,-48.07417,PR,CETEC,0,1,9.16,0,1,93.78,14.29,162.13,5,21.49,0,6.48,193.38,23.38,0,0,0,0,73163.78,98462.39,4.9,0,1.8,32.8,0.1,0.1,1,8.8,0.3,1.3,9.1,3.1,77.9,3,27.7,17.15,21.58,5.96,55.31
-19.05194,-48.03694,PR,CETEC,0,1,6.62,0,1,103.62,10.56,200.84,5,23.05,0,2.42,250.13,17,0,0,0,0,88162.9,113314.93,5.1,0,1.2,29.6,0.1,0.1,0.6,6.3,0.3,0.9,6.6,4.2,68.5,2.7,26.8,16.54,21.38,7.71,54.36
-18.92771,-47.58313,PR,CETEC,0,1,40.54,0,1,183.66,20.71,137.19,5,34.7,0,17.18,276.19,18.14,0,0,0,0,89033.83,165640.65,4.8,0,0.5,28.1,0.1,0.1,0.5,7.9,0.3,0.8,8.1,3.3,64.8,3,10.2,4.19,5.14,18.33,72.34
-18.76424,-46.93348,TO,CETEC,0,1,10.27,0,1,106.28,18.72,113.6,5,23.28,0,6.87,205.07,17.9,0,0,0,0,75494.29,147864.91,5.6,0,0.5,42.1,0.7,0.3,0.3,7,1.1,1.4,8.2,13.6,21.3,3.6,14.1,1.34,2.17,24.93,71.56
-16.54936,-46.49158,SF,CETEC,0,1,147.75,0,1,233.63,20.91,376.4,5,24.63,0,13.25,237.4,23.85,0,0,0,0,108051.88,79233.79,5.7,0,0.7,202.8,0.7,0.7,0.6,5.6,1.9,2.5,7.6,25.4,23.8,2.2,16.5,6.67,9.42,25.7,58.21
-17.61806,-45.35694,SF,CETEC,0,1,3.11,0,1,110.59,4.68,109.24,5,19.94,0,1.66,191.21,16.98,0,0,0,0,63879.8,94550.24,4.9,0,3.2,20.3,0.8,0.2,1.3,8.8,1.1,2.4,9.9,10.7,55.3,2.9,28.8,25.01,21.34,1.22,52.43
-17.61833,-45.35111,SF,CETEC,0,1,2.4,0,1,106.04,0.2,107.97,5,17.47,0,1.69,184.62,14.81,0,0,0,0,62419.49,86815.53,5,0,2,17.2,0.1,0.1,1.1,9.8,0.2,1.3,10.1,2.4,81.8,3.1,31.9,18.32,25.24,26.48,29.96
-17.58056,-45.33889,SF,CETEC,0,1,2.79,0,1,102.11,25.32,107.55,5,15.97,0,1.53,181.5,16.51,0,0,0,0,61178.13,87478.62,4.8,0,1.8,28.1,0.1,0.1,1.2,9.8,0.3,1.5,10.1,2.7,81.5,3,35.2,41.96,24.93,14.43,18.67
-17.40972,-44.84194,SF,CETEC,0,1,33.8,0,1,45.81,29.28,50.35,5,13.55,0,3.19,80.33,7.55,0,0,0,0,20341.58,22152.81,4.8,0,2.9,31.2,0.1,0.2,1.3,5.1,0.4,1.7,5.4,7,77.4,1.3,52.7,22.07,8.08,21.01,48.83
-18.486,-47.07634,TO,CETEC,0,1,147.8,0,4.46,75.59,49.52,280.1,5,19.84,0,8.77,64.02,30.28,0,0,0,0,54399.16,29790.74,7,0,4.9,76.4,3.1,2.1,0,1.3,5.4,5.4,6.7,80.2,0,3.8,48.1,10.73,8.1,52.67,28.5
-18.37185,-46.34214,SF,CETEC,0,1,34.76,0,1,7.77,12.57,123.91,5,6.13,0,2,14.72,8.55,0,0,0,0,5626.87,8077.25,5.8,0,0.5,56.2,0.3,0.3,0.9,2.9,0.7,1.6,3.6,20.4,54.7,1.2,51.6,47.12,38.67,4.9,9.31
-17.24209,-46.06982,SF,CETEC,0,1,133.7,0,1,174.38,44.37,72.33,5,16.46,0,42.95,625.94,28.7,0,0,0,0,205813.55,28487.93,5.3,0,1,43.7,0.2,0.1,1.4,6.3,0.4,1.8,6.7,6.1,77.3,2.2,32,12.88,36.65,25.96,24.51
-16.28487,-46.84159,SF,CETEC,0,1,143.43,0,28.69,38.77,27.92,642.78,5,36.25,0,4.91,43.48,54.07,0,0,0,0,33334.47,27608.59,5.9,0,1,54.6,1.2,1.3,0.3,2.6,2.6,2.9,5.2,50.5,10.2,1.6,44.8,3.99,4.11,68.44,23.45
-15.61842,-45.89569,SF,CETEC,0,1,64.67,0,6.9,101.16,31.19,392.05,5,26.95,0,3.86,150.91,26.33,0,0,0,0,103790.15,34521.31,5.3,0,1,54.6,0.2,0.3,1.9,7.9,0.6,2.5,8.5,7.5,74.8,2.1,26.8,12.23,33.05,31.12,23.6
-16.71636,-46.05603,SF,CETEC,0,1,83.05,0,3.69,122.53,37.12,442.02,5,10,0,0.8,258.18,15.21,0,0,0,0,58247.93,12740.26,5.4,0,1,21.8,0.1,0.1,0.7,2.9,0.3,1,3.2,8.1,73.2,1.1,62.7,23.15,54.95,10.58,11.32
-17.24108,-45.84933,SF,CETEC,0,1,4.11,0,1,14.25,34.44,22.71,5,8.83,0,0.71,23.41,3.87,0,0,0,0,5682.7,16590.9,5,0,1,14,0.1,0.1,0.7,3.6,0.2,0.9,3.9,6.1,74.8,1.1,59.3,53.93,31.02,1.75,13.3
-15.65923,-45.35166,SF,CETEC,0,1,3.36,0,1,0.16,19.58,66.91,5,0.33,0,0.72,4.81,3.15,0,0,0,0,1724.48,6438.95,5.4,0,1.8,20.3,0.1,0.1,0.5,2.6,0.3,0.8,2.8,8.9,66.5,0.8,62.7,48.04,40.3,4.38,7.28
-15.48771,-44.93792,SF,CETEC,0,1,1.84,0,1,18.38,17.98,11.33,5,2.65,0,0.52,40.78,4.66,0,0,0,0,10417.8,16439.81,5.1,0,1.8,15.6,0.1,0.1,0.8,5.1,0.2,1,5.3,4.5,76.9,1.2,59.3,26.67,60.52,3.49,9.31
-17.93333,-45.56833,SF,CETEC,0,1,3.32,0,1,18.09,23.69,74.06999999999998,5,11.31,0,1,57.32,4.57,0,0,0,0,11723.97,40599.29,5.4,0,2.3,21.8,0.2,0.1,0.4,2.9,0.4,0.8,3.3,10.9,52.9,1.1,52.7,22.72,15.58,17.14,44.56
-17.94011,-46.04463,SF,CETEC,0,1,4.43,0,1,9.38,27.05,66.36,5,5.13,0,0.74,34.33,7.96,0,0,0,0,7381.59,25387.78,5.2,0,1.2,21.8,0.1,0.1,0.6,3.6,0.3,0.9,3.9,6.6,70.1,1.1,54.3,39.06,45.61,1.04,14.29
-15.94251,-45.98201,SF,CETEC,0,1,25.93,0,1,44.1,13.15,188.14,5,15.55,0,3.02,82.53,14.96,0,0,0,0,34642.28,46377.65,5.3,0,1.2,117,0.3,0.5,1,5.6,1.1,2.1,6.7,16.3,47.6,1.6,35.2,7.09,47.31,15.95,29.65
-18.38602,-46.37346,SF,CETEC,0,1,201.05,0,1,89.33,25,83.33,5,22.64,0,47.06,106.71,10.99,0,0,0,0,37106.07,42236.45,4.7,0,1,32.8,0.1,0.1,0.9,7,0.3,1.2,7.3,3.9,76,1.9,37.4,35.86,34.78,3.93,25.42
-17.58701,-45.88708,SF,CETEC,0,7.43,98.71,0,1,72.52,59.08,211.65,5,10.17,0,6.39,59.09,12.19,0,0,0,0,36266.53,27094.18,5,0,1.5,124.8,0.2,0.5,2.6,15.3,1,3.6,16.4,6.2,71.8,3.4,26.8,13.49,18.24,38.81,29.47
-16.74982,-46.09713,SF,CETEC,0,13.78,142.24,0,18.75,146.59,55.46,1361.57,5,47.25,0,4.9,188.68,55.85,0,0,0,0,197730.34,39926.05,5.9,0,2.9,187.2,1,2,0.2,4.5,3.5,3.7,8,43.5,5.4,3,39.6,24,23,28,25
-16.12488,-46.22758,SF,CETEC,0,19.05,181.18,0,21.02,43.18,47.98,1365.65,5,46.82,0,18.16,63.28,92.82,0,0,0,0,38908.48,36126.67,6.1,0,23.4,181,4.7,2.3,0.1,4.5,7.5,7.6,12,62.3,1.3,3.8,38.6,12.94,2.78,50.27,34.01
-17.45308,-46.07849,SF,CETEC,0,1,5.55,0,1,22.73,50.12,21.1,5,8.77,0,0.8,35.4,9.19,0,0,0,0,8063.43,20313.86,5.3,0,2.6,29.6,0.1,0.3,0.9,5.1,0.5,1.4,5.5,8.6,65.4,1,39.8,69.12,17.45,2.1,11.33
-17.33039,-45.59541,SF,CETEC,0,1,8.24,0,1,8.36,5.39,85.63,5,5.21,0,1.11,47.85,13.54,0,0,0,0,7475.82,21614.12,5.3,0,1.5,26.5,0.1,0.1,0.6,2.9,0.3,0.9,3.2,8.5,69.1,1,51.2,38.55,43.78,0.36,17.3
-16.92067,-45.08802,SF,CETEC,0,1,4.83,0,1,8.19,25.5,52,5,4.21,0,0.76,11.68,3.39,0,0,0,0,4624.1,12007.86,5.4,0,2,18.7,0.1,0.1,0.6,3.2,0.2,0.8,3.5,7.1,70.8,1.1,59.3,28.59,61.38,0.74,9.29
-17.34972,-45.13556,SF,CETEC,0,1,86.45,0,3.45,40.49,18.91,594.11,5,4.67,0,1.05,14.81,3.87,0,0,0,0,5077.01,9198.19,5.4,0,2,12.5,0.1,0.1,0.3,1.7,0.2,0.5,1.9,12.3,56.4,0.6,62.7,27.31,11.24,27.88,33.57
-17.36417,-45.12722,SF,CETEC,0,1,28.92,0,9.41,6.7,17.72,369.86,5,7.2,0,0.76,10.61,3.44,0,0,0,0,4997.54,7457.65,5.4,0,2.6,20.3,0.1,0.1,0.3,1.9,0.3,0.6,2.1,11.9,54.3,0.6,59.3,46.68,23.74,14.09,15.48
-17.30944,-45.15083,SF,CETEC,0,1,2.34,0,1,13.01,9.96,31.44,5,0.33,0,0.79,16.92,1.71,0,0,0,0,6883.93,11176.05,5,0,3.2,21.8,0.1,0.1,0.7,4,0.3,1,4.3,6,73.2,1.3,61,23.7,7.4,17.32,51.58
-16.69631,-45.22395,SF,CETEC,0,1,78.45,0,5.65,20.07,15.82,288.51,5,14.63,0,9.09,32.18,22.91,0,0,0,0,15936.82,14748.77,6.3,0,7.2,103,4,1.6,0,1.7,5.9,5.9,7.5,77.9,0,1.2,51.2,5.16,61.77,19.68,13.39
-17.0303,-46.01653,SF,CETEC,0,15.66,221.02,0,14.27,54.02,41.22,731.5,5,38.65,0,29.68,80.37,66.04,0,0,0,0,37532.42,45297.22,6.4,0,8.5,237.1,9.5,2,0,1.9,12.1,12.1,14,86.7,0,1.6,36.3,8.48,3.86,52.22,35.44
-15.61163,-46.40367,SF,CETEC,0,1,116.28,0,7.05,27.44,28.18,434.02,5,19.84,0,17.66,36.78,36.72,0,0,0,0,18608.96,19308.03,5.9,0,8.2,168.5,5.7,2,0,3.2,8.1,8.1,11.4,71.5,0,3,57.6,2.16,43.67,36.59,17.59
-15.15813,-44.1712,SF,CETEC,0,1,110.43,0,13.68,43.23,23.66,2123.12,5,22.11,0,11.6,72.08,51.51,0,0,0,0,25257.78,31078.41,6.3,0,3.4,81.1,3.8,1.8,0,2.3,5.8,5.8,8.1,71.5,0,1.5,46.7,17.56,23.15,29.46,29.83
-14.4503,-44.28135,SF,CETEC,0,12.12,125.48,0,7.55,58.71,10.51,282.26,5,24.5,0,5.77,65.64,35.15,0,0,0,0,32553.82,29700.36,5.7,0,1.2,85.8,2.3,1.2,0.5,6.3,3.7,4.2,10,37.1,11.8,3.3,39.6,5.59,9.06,56.62,28.73
-14.35517,-44.28394,SF,CETEC,0,1,24.46,0,2.65,20.78,17.58,225.75,5,8.36,0,5.37,29.67,17.8,0,0,0,0,8618.36,13122.73,6.1,0,2,123.2,2.8,0.9,0.1,3.6,4,4.1,7.6,52.6,2.4,2.6,57.6,31.81,45.13,9.71,13.35
-17.01471,-47.04818,TO,CETEC,0,9.69,5.02,0,1,102.48,14.57,118.83,5,31.54,0,6.85,153.3,26.76,0,0,0,0,44500,16930,5,0,1.2,25,0.1,0.2,0.7,8.8,0.4,1.1,9.2,4,65.8,3.1,11,1.71,1.96,22.69,73.64
-16.03293,-46.50942,SF,CETEC,0,1,4.15,0,1,54.14,13.96,37.95,5,13.65,0,2.4,64.94,7.5,0,0,0,0,17343.75,73322.77,5.4,0,1,31.2,0.2,0.3,0.6,7,0.6,1.2,7.6,7.6,50.8,2.5,28.8,19.85,36.24,10.24,33.67
-16.8512,-46.140860000000004,SF,CETEC,0,1,80.25,0,5.94,42.22,17.93,32.15,5,26.95,0,4.32,47.79,17.5,0,0,0,0,11662.59,46663.26,5.2,0,1.5,35.9,0.1,0.3,2.8,12.3,0.5,3.3,12.8,3.9,85.1,1.3,27.7,5.34,37.03,28.56,29.06
-19.33056,-48.07,PR,CETEC,0,1,9.36,0,1,93.47,22.24,98.15,5,30.83,0,9.17,195.96,20.59,0,0,0,0,56431.84,139371.31,4.9,0,1.2,40.6,0.1,0.1,1,11,0.3,1.3,11.3,2.7,76.7,3,22,8.72,5.41,8.51,77.36
